tweet,emotion,product_filled,cleaned_tweets
interview with mike mccue - co-founder of flipboard! - ipad users tune in now - {link} #smc #sxsw #fb,neutral,ipad,interview mike mccue cofounder flipboard ipad users tune link smc sxsw fb
disgusted with my iphone's battery life. already down to 11% at 3:30 pm while my blackberry is going strong. #sxsw,negative,iphone,disgusted iphones battery life already 11 330 pm blackberry going strong sxsw
what's up with this &quot;pop-up apple store&quot; coming to 6th street and south congress for #sxsw #atx,neutral,apple,whats quotpopup apple storequot coming 6th street south congress sxsw atx
wow. just witnessed a homeless guy giving detailed ipad 2 inventory info to a passerby at the austin popup store. #sxsw,positive,ipad,wow witnessed homeless guy giving detailed ipad 2 inventory info passerby austin popup store sxsw
"ouch! who won google v bing? @mention with all the respect, the bing guy was invited just because they had to fill the third chair?#sxsw",positive,google,ouch google v bing respect bing guy invited fill third chairsxsw
".@mention would like a data dashboard of what the govt knows about him (like credit score, google data dashboard) #sxsw",neutral,google,would like data dashboard govt knows like credit score google data dashboard sxsw
"cool! and yes, happy b-day @mention ;-) rt @mention new post: business cards are dead #sxsw {link}",neutral,none,cool yes happy bday rt new post business cards dead sxsw link
ûï@mention yes! gowalla wins best andoid app at the team android choice awards. thanks all! #sxswû,positive,android app,ûï yes gowalla wins best andoid app team android choice awards thanks sxswû
sxsw ppl: you are our last hope of finding the monkey fucker who created the ipad bot that stalks me on twitter everytime i type ipad #sxsw,neutral,ipad,sxsw ppl last hope finding monkey fucker created ipad bot stalks twitter everytime type ipad sxsw
"&quot;are you bringing flipboard to android? no, but we are bringing it to iphone. we're still rounding over the corners for ios&quot; #cmsxsw #sxsw",neutral,iphone,quotare bringing flipboard android bringing iphone still rounding corners iosquot cmsxsw sxsw
make sure you bring your business card to the #nonprofit meetup at #sxsw. it's your ticket into our drawing for a $100 apple gift card.,neutral,apple,make sure bring business card nonprofit meetup sxsw ticket drawing 100 apple gift card
"make sure you see @mention &amp; i at gaslamp strip tonight. unless you're at #sxsw, in which case bring me back a new ipad.",neutral,ipad,make sure see amp gaslamp strip tonight unless youre sxsw case bring back new ipad
"just when you thought &quot;social&quot; couldn't get more overblown at #sxsw, google may be announcing &quot;circles&quot; today: {link}",negative,other google product or service,thought quotsocialquot couldnt get overblown sxsw google may announcing quotcirclesquot today link
google is your friend &quot;salicornia&quot; rt @mention what is the name of the bio diesel plant that grows in salt water? #agchat #sxsw,neutral,google,google friend quotsalicorniaquot rt name bio diesel plant grows salt water agchat sxsw
and bring your laptop/ipad! rt @mention you should go to/ participate in this today; {link} #sxsw,neutral,ipad,bring laptopipad rt go participate today link sxsw
check out your mom has an ipad: designing for boomers at sxsw. {link} #sxsw,positive,ipad,check mom ipad designing boomers sxsw link sxsw
improving your web design using engineering metrics or intuition? google overuse metrics that cannot find the best solution. use both! #sxsw,neutral,google,improving web design using engineering metrics intuition google overuse metrics find best solution use sxsw
z8: first zlf assignment! {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #zlf,neutral,none,z8 first zlf assignment link codes valid 800115959a 031211 infektd sxsw zlf
"_¼ûä___ü ___¡ _____«_µ... &gt;&gt; @mention google to launch major new social network called circles, possibly today {link} #sxsw",positive,google,_¼ûä___ü ___ ______µ gtgt google launch major new social network called circles possibly today link sxsw
i _really_ feel bad for the apple employees in austin this friday. #winning #sxsw #ipad2,neutral,apple,_really_ feel bad apple employees austin friday winning sxsw ipad2
@mention - look guys its simple. personal clouds can't exist without you.... unless i wanna pay 50% for a static ip... #ipad2 #ipad #sxsw,neutral,ipad,look guys simple personal clouds cant exist without unless wan na pay 50 static ip ipad2 ipad sxsw
@mention - #apple is the classiest fascist company in america. really elegant. #sxsw #rji,negative,apple,apple classiest fascist company america really elegant sxsw rji
mint.com - confines of coding for iphone app 'a luxury' didn't have to worry about learning diff phone versions #sxsw #gsdm #sxswmobileapps,positive,ipad or iphone app,mintcom confines coding iphone app luxury didnt worry learning diff phone versions sxsw gsdm sxswmobileapps
hey #sxsw- ers rt @mention rt @mention last day to get the #lp austin iphone app for free {link} #travel,neutral,iphone,hey sxsw ers rt rt last day get lp austin iphone app free link travel
@mention - false alarm: google circles not coming nowûòand probably not ever? - {link} #google #circles #social #sxsw,neutral,google,false alarm google circles coming nowûòand probably ever link google circles social sxsw
#winning - free #sxsw music sampler on itunes! 22 tracks from &quot;industry favorites &amp; breakout artists&quot; link: {link},positive,other apple product or service,winning free sxsw music sampler itunes 22 tracks quotindustry favorites amp breakout artistsquot link link
#awesome - google maps 5.22 at #sxsw. great job #google.,positive,google,awesome google maps 522 sxsw great job google
@mention - got my copy of #enchantment #ipad #kindle today. so excited. thx for keeping the world enchanted. glad you're at #sxsw again.,positive,ipad,got copy enchantment ipad kindle today excited thx keeping world enchanted glad youre sxsw
"sxsw ppl - i didn't see you bargain at the apple booth, why you tryna bargain with the call-girl on backpages? #sxsw",neutral,apple,sxsw ppl didnt see bargain apple booth tryna bargain callgirl backpages sxsw
lynn teo - new nav schemas for ipad {link} #sxsw #uxdes,neutral,ipad,lynn teo new nav schemas ipad link sxsw uxdes
overcome - provide social proof. apple white earbuds. (via @mention #sxsw,neutral,apple,overcome provide social proof apple white earbuds via sxsw
@mention - re: &quot;lack of #sxsw newsworthy announcements&quot;. unless you count google circles. :) #googlecircles,positive,google,quotlack sxsw newsworthy announcementsquot unless count google circles googlecircles
"@mention - spread the word, our #sxsw festival explorer app is live and free {link}",positive,none,spread word sxsw festival explorer app live free link
n7: here - time is always against us {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,neutral,none,n7 time always us link codes valid 40075959p 031111 infektd sxsw necro
print ------&gt; tablets ------&gt; web : tablets were what we needed to bridge the gap. #touchingstories #sxsw #ipad,neutral,ipad,print gt tablets gt web tablets needed bridge gap touchingstories sxsw ipad
@mention --&gt; rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw ... {link},positive,iphone,gt rt new ubersocial iphone app store includes uberguide sxsw link
@mention -&gt; rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},positive,iphone,gt rt new ubersocial iphone app store includes uberguide sxsw cont link
hey #sxsw-ers - coming in now. how long is the #apple pop-up store line?,neutral,apple,hey sxswers coming long apple popup store line
apple out-markets all comers at #sxsw {link},positive,apple,apple outmarkets comers sxsw link
&quot;p-a-r-t-y-i-n-g&quot; rt @mention gsd&amp;m and google.....sitting in a tree {link} #sxsw #gsdm,neutral,google,quotpartyingquot rt gsdampm googlesitting tree link sxsw gsdm
apple pop-up at #sxsw!? ordinance on the front line! (admission is the first step to recovery) {link},positive,apple,apple popup sxsw ordinance front line admission first step recovery link
apple pop-up shop #sxsw {link},neutral,apple,apple popup shop sxsw link
apple pop-up shop for #sxsw. how cool is that? {link},positive,apple,apple popup shop sxsw cool link
apple pop-up store has popped up next to my hotel. to ipad 2 or not to ipad 2 - that is the question... #sxsw,neutral,ipad,apple popup store popped next hotel ipad 2 ipad 2 question sxsw
apple pop-up store in austin for #sxsw {link} by @mention (via @mention &lt;&lt; #brilliant #popupstore #experiential,neutral,apple,apple popup store austin sxsw link via ltlt brilliant popupstore experiential
"at google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #sxsw",positive,google,google 4 people work 7 people rather 7 people work 4 agileagency sxsw
"flipboard, a &quot;social magazine&quot; for the ipad teams up with duranduran in flipboard's &quot;live magazine&quot; for an interview during #sxsw",neutral,ipad,flipboard quotsocial magazinequot ipad teams duranduran flipboards quotlive magazinequot interview sxsw
